116,2600,Alyson Roth,175,4
117,6539,Matthew Rich,211,9
118,750,Winifred Bryant,294,4
119,455,Lynn Park,205,6
120,998,Peter Fortner,144,3
121,5076,Alejandrina Mcclane,112,6
122,9649,William Longacre,254,7
123,7646,Emma Macina,300,7
124,5657,Mark Slaughter,269,4
125,8771,Mary Wallis,265,3
126,6038,Nancy Galvan,152,8
127,3859,Elizabeth Loffler,265,3
128,2503,Lillian Garcia,256,9
129,6650,Claudine Craine,258,1
130,9824,Leo Ferraraccio,202,10
131,1122,Francis Smith,119,1
132,8868,Everett Gabriel,171,3
133,5223,Betty Taylor,191,4
134,8423,Emily Stoddard,250,7
135,6454,Diego Markle,278,5
136,8568,James Compton,242,4
137,7253,Teresa Williams,127,5
138,1972,Heather Spurlock,176,9
139,927,Ricky Wireman,211,4
140,9685,Wanda Griffo,253,8
141,8992,Jerald Tilton,247,3
142,3783,Camille Faircloth,286,2
143,2981,Cassandra Smith,240,3
144,10075,Robert Ceja,230,10
145,8739,Jorge Huston,274,3
146,6961,Annie Prichard,136,2
147,4049,Janet Dean,254,10
148,3732,Bruce Annino,187,10
149,5305,Harry Farmer,234,6
150,2613,Patricia Hurley,244,6
151,10099,Evelyn Olson,139,7
152,7727,Wilda Schrader,256,10
153,9322,Viola Coburn,114,7
154,7423,Beverly Israel,157,5
155,4964,Marcus Cornett,292,9
156,3600,Daniel Tusing,296,10
157,3704,Andre Courtney,121,10
158,2835,Kristen Chidester,155,8
159,2086,Angela Mims,204,7
160,8403,Mildred Oskins,235,2
161,5830,Jasmine Perez,102,5
162,9252,Terence Ford,282,9
163,5386,Shannon Spivey,283,5
164,5684,Carol Martin,124,10
165,2398,Melvin Hudson,110,2
166,4832,Jose Campbell,248,1
167,8158,Charles Chase,138,9
168,1627,Kathy Santiago,205,1
169,6654,Tamala Mitchell,276,6
170,2180,Richard Callaway,139,6
171,5864,Christine Glass,161,7
172,451,George Wilson,294,10
173,9572,Jacob Gramling,256,3
174,2908,Joshua Hackett,109,6
175,3335,Vivian Barnard,223,7
176,5287,Stephanie Taylor,207,9
177,1245,Alicia Sanchez,269,9
178,10042,Carissa Warner,110,2
179,6280,Josephine Harris,138,7
180,9002,Stephan Link,171,7
181,4190,William Norvell,233,8
182,8788,Leon Fabian,236,2
183,379,Andrea Wallace,293,1
184,117,James Farrell,293,6
185,6959,Sharron Thompson,144,3
186,1418,Dale Smith,254,4
187,3859,Susan Roberts,265,10
188,2581,Gregory Williams,113,2
189,9144,Jerome Bowen,142,9
190,3656,Augustus Thompson,207,5
191,4017,Louis Rusher,221,9
192,424,Dorothy Thompson,248,5
193,6364,Jacqueline Hunter,135,1
194,7655,Belinda Fowler,278,7
195,3043,David Baker,144,2
196,7404,Alan Lam,183,2
197,8739,Paul Ho,274,7
198,756,Edgar Lee,129,5
199,1293,Dina Hull,191,4
200,1829,Debra Pearce,123,6
201,7648,Brian Wright,236,5
202,8054,John Toto,260,6
203,5313,Gretchen Mendez,176,5
204,10091,Thomas Cruz,236,4
205,1490,Robert Christian,264,7
206,5853,Daniel Mooney,295,1
207,4350,Mary Reed,189,1
208,5408,Ellen Balch,204,5
209,6092,Catherine Shaw,159,1
210,4278,Alan Luna,296,6
211,9731,Anna Smith,288,5
212,6880,Tim Johnson,239,8
213,8684,Samuel Ramirez,121,4
214,8072,Don Rankin,297,9
215,5946,Bethany Kemp,179,9
216,505,Catherine Lockhart,233,3
217,2226,Ruth Jones,199,8
218,3739,Norma Morrison,275,1
219,10085,Della Watson,300,7
220,5639,Angela Johnson,254,9
221,1072,Susan White,153,9
222,384,Kandice Hughes,197,5
223,5616,Bruce Michaels,226,5
224,352,David Bryant,250,6
225,4637,Paul Kelley,237,6
226,7549,Kathy Laflamme,100,4
227,9330,Alisia Vazquez,219,3
228,4148,Samuel Edwards,133,9
229,3516,Robert Richards,227,5
230,5244,Michael Stewart,287,1
231,8533,Lisa Arguello,241,1
232,8788,Demetria Phillips,236,5
233,3695,Paula Gonzalez,168,4
234,9491,Gary Brown,209,5
235,2620,Charles Johnson,272,2
236,8589,Ines Nelson,245,2
237,5437,Marc Holst,266,8
238,4345,Joshua Lopez,212,1
239,7388,Gayle Kahn,280,5
240,5829,Chance Lamoreaux,209,3
241,4798,Sylvia Sharp,261,7
242,6741,Sam Drain,267,7
243,271,Mary Aguilar,232,9
244,1983,Fredrick Olsen,267,2
245,7446,Rose Timmons,278,2
246,5305,Derek Neville,281,2
247,5855,Dee Juarez,201,8
248,3998,Pamela Wolley,256,8
249,3797,Frances Honig,179,3
250,3564,Donald Chavez,296,1
251,1155,John Lautman,123,1
252,2074,Aaron Flood,280,5
253,6508,Thomas Burton,125,3
254,7595,Vernon Naish,136,3
255,8786,Gregory Abney,230,10
256,2159,William Harris,156,5
257,5338,Christy Haase,183,6
258,1627,Lorraine Brumback,205,3
259,2247,Margaret Smith,206,7
260,7884,David Corcoran,163,7
261,3177,Kathryn Slocum,265,6
262,1836,William Price,224,9
263,2253,Tommy Jones,296,1
264,1627,Alyson Cole,205,6
265,1576,Norma Garcia,299,2
266,3556,Robyn Tardy,217,5
267,5419,Samuel Davis,241,2
268,3435,Barbara Pacheco,186,10
269,2226,Edna Lipsky,199,10
270,3175,James Watson,145,8
271,2740,Richard Nelson,104,1
272,6702,William Chavez,154,1
273,4837,Willis Polley,277,2
274,3803,Benny Myers,225,5
275,4979,Penny Doughtry,220,4
276,9254,Cheryl Borders,196,5
277,5415,Wilma Jacobs,153,8
278,9448,Opal Jones,168,1
279,2009,Louis Brett,241,9
280,2214,Mario Thompson,110,2
281,3080,Julie Burchette,246,5
282,3452,Cira Dean,226,10
283,8944,Stephen Mitchell,181,9
284,4626,Jacob Davis,257,4
285,8491,Roberta Hammer,190,7
286,8213,Gene Castro,284,1
287,529,Douglas Magnusson,207,10
288,9588,Gloria Cochran,143,4
289,7553,Sean Jackson,165,6
290,2055,Irene Holmes,163,8
291,7764,Terrance Riess,226,1
292,4148,Michael Kirk,133,8
293,7832,Thomas Doby,120,3
294,6881,Lillie Lohmann,300,10
295,3492,Lena Jones,242,1
296,9589,Joseph Paille,119,8
297,3217,Joan Colen,114,6
298,9221,James Ramirez,264,4
299,4266,Charles Paul,192,6
300,7238,Crystal Bibeau,267,2
301,1658,Lyndsay Lucero,191,5
302,4251,Maria Kokko,239,8
303,5419,Karl Chick,241,9
304,4004,Robert Stevens,138,2
305,811,Forrest Biederman,227,9
306,6626,Brock Gibbs,239,6
307,4900,Shelli Brown,202,6
308,8064,Charles Poche,139,2
309,1075,Toni Hazel,300,2
310,2742,Sharon Christenson,207,5
311,1744,Thomas Reed,106,1
312,563,Theresa Wong,217,7
313,1042,Sheryl Jochim,163,7
314,396,Stacey Williams,143,4
315,9706,Benjamin Ruiz,292,10
316,2952,Luis Rees,204,9
317,4406,Julie Vazquez,267,1
318,7121,Christina Pimentel,133,6
319,7047,Laura Feder,291,6
320,6856,William Prentice,205,10
321,7172,Tonya Miller,118,1
322,2841,Thelma Poteat,115,5
323,3223,Bruce Bryan,209,3
324,4696,Ladonna Hebert,251,10
325,7656,Stephen Egan,152,4
326,2495,Thomas Browning,165,7
327,7195,Mary Woodward,113,3
328,7727,Luis Wakefield,256,5
329,2417,Jeffrey Albrecht,164,6
330,2145,Alfred Philbert,234,1
331,2414,Martin Clark,195,10
332,1316,James Harper,196,3
333,3686,Patricia Madsen,152,4
334,7195,William Styles,113,1
335,8522,Dustin Yarber,194,10
336,7839,Jordan Myers,174,6
337,1323,Judith Krumwiede,171,2
338,1892,Nancy Chiaramonte,128,4
339,5786,Paul Higgs,193,10
340,7213,James Rand,218,4
341,5164,Andrew Ring,246,1
342,469,Karl Cunningham,252,1
343,3698,Ruth Smith,242,1
344,5943,Vesta Rains,106,8
345,2186,Sharon Lawlor,296,2
346,1571,Humberto Ziech,250,4
347,2004,Robert Willams,124,6
348,1930,Angela Petrik,197,8
349,155,Charles Corbett,160,7
350,424,Benjamin Pace,248,6
351,8990,Ed Woodson,129,9
352,3922,Nellie Pinner,150,7
353,3554,Edgar Renk,128,5
354,8534,Amanda Cooper,211,9
355,6074,Colleen Wells,143,1
356,5397,Lawrence Thompson,143,7
357,6572,Christina Dearcos,123,5
358,1579,Yvonne Neal,267,6
359,1030,Wilma Singleton,254,3
360,8098,Patricia Dubois,238,10
361,5076,Joanne Foley,112,8
362,6274,Amanda Hoffman,215,8
363,1328,Keith Dykeman,232,3
364,6230,Charles Gates,292,9
365,8007,Gilda Hartt,185,10
366,2986,Charles Bradley,156,7
367,1372,Debra Cassidy,273,10
368,864,Joseph Shiver,136,9
369,3884,William Lewis,275,7
370,5415,Sarah Schaffer,153,6
371,4963,Michael Holstein,240,5
372,6784,Cindy Reynolds,184,8
373,5112,Garry King,243,1
374,1245,Bobby Kovacs,269,5
375,9546,Yaeko Miller,171,9
376,553,Sara Abramson,150,5
377,4342,Mary Wardlaw,280,4
378,815,Anna Vaughan,157,3
379,5809,Ruby Landers,193,7
380,8708,Alan Johnson,158,1
381,3223,Jennifer Dugan,209,4
382,5463,Garrett Rubin,259,3
383,4130,Laura Collier,136,4
384,3783,Jason Becker,286,7
385,8676,Eleanor Zimmerman,277,9
386,7087,William Finnegan,152,9
387,3245,Angela Espinosa,298,1
388,1418,Frank Petty,254,7
389,155,Todd Scott,160,6
390,1288,Joan Christie,226,7
391,6040,Charles Krouse,203,9
392,4117,Norman Mcquade,227,7
393,2499,Marsha Durrah,288,6
394,4033,David Wolfe,137,8
395,4454,Andrew Trudel,161,1
396,8952,Shana Bigelow,246,6
397,9597,Lila Moran,153,9
398,9547,Edna Fischer,159,10
399,7827,Dolores Clark,179,7
400,9357,Stacy Rasberry,141,5
401,3162,Paul Locke,180,5
402,2151,Lisabeth Roy,294,2
403,7888,Alex Lofland,268,6
404,6694,Raymond Pyron,121,5
405,4651,Miguel Heckstall,297,1
406,3764,Delores Rooney,230,6
407,3088,Ann Swan,137,10
408,9388,Ronald Blum,195,8
409,7546,Brenda Evans,204,9
410,4667,James Vanpelt,113,3
411,9357,Emil Smith,253,8
412,7153,Roy Schofield,267,5
413,6571,Carla Gatlin,221,2
414,3397,Marie Charles,219,9
415,1412,Nathanial Britton,243,5
416,5168,John Graham,278,10
417,8053,Kevin Armstrong,203,6
418,2608,Timothy Nicholas,170,3
419,8277,Corey Webb,214,8
420,8935,Thomas Fischer,147,10
421,2165,Ken Gans,265,1
422,1414,Lucia Coley,149,3
423,9217,Keith Gomez,252,9
424,3261,Leonardo Flores,286,7
425,8053,Joseph Lemaster,203,5
426,810,Mary Collins,131,8
427,2918,Ralph Coley,272,3
428,6050,Irma Brendel,188,2
429,805,Maria Major,178,6
430,8259,Bernice Laird,272,10
431,7947,Jacquelyn Harris,233,1
432,720,Debra Larios,184,1
433,2392,Lakisha Craig,144,1
434,6658,Ray Mata,105,5
435,2181,William Phillips,197,5
436,519,Thomas Lund,272,4
437,2385,Doris Johnson,262,1
438,2608,Helen Anderson,170,1
439,4478,Aaron Brown,143,8
440,7667,Chong Sixkiller,238,1
441,2570,Shawanda Renteria,109,2
442,5809,Michael Stowe,193,2
443,9217,Adam Cady,252,8
444,8444,Amanda Militello,199,2
445,1418,Antionette Mcrae,254,8
446,1677,Sharon King,219,9
447,6447,Sandra Mignot,225,3
448,8507,William Phipps,229,3
449,7141,Tony Pentek,204,9
450,8612,Timothy Vasquez,162,2
451,2847,Michael Hopkins,233,3
452,4368,Teresa Wertz,276,2
453,1666,Richard Montgomery,209,6
454,2129,Helen Jaynes,266,1
455,3632,Anna Nations,108,5
456,9448,Erik Justus,168,1
457,3100,Jeffrey Schultz,192,8
458,8315,John Mcmullen,263,5
459,9706,William Toler,292,9
460,513,William Coulter,142,2
461,937,Christina Tiemann,242,8
462,2452,David Yancey,137,10
463,8501,Steven Allman,211,3
464,8514,James Vincente,110,9
465,6366,Andrew Rinaldi,173,6
466,4801,Jeffrey Evans,199,9
467,750,Bill Fierro,294,5
468,8935,Brian Lazarine,147,5
469,9534,Rufus Cooney,153,8
470,6626,Sarah Hernandez,239,2
471,2486,Doris Cruz,251,7
472,3177,Betty Smith,265,1
473,9471,Robert Trahan,141,3
474,8441,Jacqueline Perez,263,4
475,8573,John Terry,243,1
476,10053,Keith Farkas,231,3
477,788,Heather Rosenberg,220,9
478,9366,Gloria Griffith,187,5
479,2333,Christopher Muir,206,5
480,7849,Susan Tango,213,1
481,7395,Irena Gary,202,10
482,6465,Robert Gagnon,131,2
483,3444,Mary Rivera,114,4
484,8421,Della Staples,176,9
485,642,Stacey Bangs,125,10
486,8053,Gail Pohl,297,5
487,9837,Autumn Wickes,173,1
488,9588,Dennis Fairrow,143,2
489,5182,Edward Peres,287,10
490,720,Isobel Masters,184,4
491,6302,Regina Williford,291,1
492,2548,Eric Gonzalez,249,5
493,4991,Kimberly Allen,259,3
494,726,Ashley Naranjo,187,9
495,1730,Tessa Hollie,115,7
496,3766,Ashley Thompson,161,5
497,6013,Jodee Tanner,212,9
498,8671,Richard Trusty,297,7
499,6796,Ashley Warner,230,7
500,7429,George Deshayes,270,2
501,1829,Will Paxton,123,8
502,5380,Jana Benesh,161,3
503,2076,Latisha Hornlein,166,2
504,7058,Tony Freeze,297,7
505,3922,Christopher Mccormick,287,2
506,6034,Kevin Wischmeier,139,6
507,5471,Donald Wilkinson,190,3
508,1226,Douglas Rast,230,2
509,6602,Juanita Williams,220,3
510,8899,Jerry Cianciolo,166,3
511,5972,David Payne,283,5
512,8841,Kathrin Parrish,167,3
513,7404,Dorthy Kadi,183,3
514,4623,James Pierce,141,2
515,10091,Robert Dean,236,8
516,2077,Doyle Hernandez,134,4
517,7786,Barbara Johnson,224,7
518,8832,James Otto,224,10
519,8996,Mary Gregory,103,4
520,9199,Martha Shaffer,280,5
521,8889,Joan Brown,222,9
522,6883,Melissa Baker,196,6
523,9316,Donna Johnson,123,2
524,3018,Tommie Cutchall,160,1
525,1634,David Faust,110,9
526,6043,Margaret Broussard,252,6
527,6914,Joel Hart,160,4
528,5082,Hilda Howard,121,2
529,6906,Joseph Terhune,149,3
530,457,Lawrence Josephs,202,1
531,6930,Brent Mims,184,8
532,8158,Gary Blankenship,138,10
533,2125,Jason Lockhart,205,5
534,5414,Andrew Griffin,159,7
535,6551,Leonard Tyler,144,1
536,2208,Ethel Schreiber,142,6
537,7460,Patricia Stephenson,162,4
538,2012,Joyce Jaye,293,4
539,6907,Sherrie Tran,125,6
540,966,Mamie Sylvester,193,5
541,7420,Gertrude Thomas,219,5
542,7819,Marina Flach,142,10
543,9736,Sean Ray,284,2
544,3274,Arthur Gibson,110,1
545,4611,Samuel Miller,177,4
546,1634,Mark Robins,110,8
547,7961,Edward Farnham,224,6
548,4281,John Risch,145,9
549,6768,Sue Hammonds,245,3
550,2751,Herbert Saling,200,2
551,6034,Henry Sepulveda,139,9
552,8422,Pat Gaut,199,2
553,9675,Beverly Williams,149,10
554,7517,Jacob Maceachern,157,5
555,157,Sonia French,208,9
556,7319,Charles Arnold,209,6
557,6135,Kevin Burrell,105,3
558,5040,Mae Voeltner,262,6
559,699,Lavonia Jordan,134,8
560,5096,Bonita Leta,165,7
561,9289,Kay Masters,161,9
562,9550,Robin Moreno,105,5
563,735,Audrey Brickner,188,9
564,4632,Eloisa Henderson,176,5
565,6211,Kenneth Bateman,214,8
566,9415,Adam Marshal,233,5
567,9103,Vivian Tretheway,290,9
568,7950,Deborah Meyer,209,8
569,9144,James Irving,142,3
570,6561,Vicki Nitz,113,3
571,9879,Sandra Healey,190,1
572,1384,Edna Fountain,204,5
573,10066,Michael Warner,117,5
574,8877,John Smith,163,1
575,9002,Mark Thomas,171,8
576,5089,Betty Burton,173,10
577,4824,Denise Jordan,106,3
578,750,Nicola Barnard,294,9
579,3108,Tonia Witt,197,7
580,499,Brian Chavez,232,5
581,8315,Julia Miller,263,1
582,9481,Barbara Smith,217,8
583,3320,Lloyd Woods,110,1
584,7028,Janet Varner,129,2
585,1682,Amber Garrett,148,6
586,2567,Margery Henriquez,178,2
587,6539,Sandra Burrell,211,2
588,2086,Yulanda Hendrickson,144,5
589,6561,Lawrence Montgomery,113,6
590,6956,Estelle Kirkpatrick,146,5
591,4561,Neil Garcia,118,8
592,7110,Keith Trujillo,177,1
593,2978,Fernando Ingram,270,3
594,8659,Lawrence Rogers,106,9
595,4196,Martha Bermeo,211,3
596,4898,Derrick Strong,238,10
597,5820,Jason Pack,148,2
598,7289,Nathaniel Mccord,257,1
599,4933,Katherine Walden,178,5
600,7682,Thomas Thurmond,177,3
601,4849,Thomas Bush,270,5
602,241,Sean Overton,200,1
603,3486,Shirley Slater,145,1
604,7943,Ronald Roberts,299,3
605,1103,Erasmo Schultz,292,10
606,4837,Carol Horton,277,8
607,4220,Frances Gottron,249,2
608,1818,Sandra Lococo,252,5
609,3968,Alice Costley,288,9
610,2086,Mark President,144,3
611,2076,Thomas Thomas,183,3
612,2394,Stephen Bastilla,117,9
613,6566,James Boris,213,3
614,9634,Catherine Rogers,150,3
615,380,George Caster,262,5
616,1864,Tracy Garrett,293,1
617,7643,Patrick Pucci,101,9
618,5084,John Bragg,141,6
619,9878,Douglas Pruett,159,9
620,1697,Barbara Pitts,163,3
621,830,Rose Deno,196,7
622,8246,William Bush,271,8
623,4959,David Johnson,163,8
624,4798,Patricia Mcleod,261,6
625,8992,Paul Mendoza,247,1
626,7823,Leigh Comfort,296,3
627,5945,Betty Clark,281,4
628,8514,Christopher Jones,110,9
629,3008,Alicia Cave,239,2
630,2744,Marg Nelson,104,7
631,9996,Bobby Orozco,192,7
632,6430,Donald Davignon,225,3
633,5306,Amy Witter,124,5
634,5976,Joseph Wertz,261,3
635,1782,Justin Lebron,118,4
636,4975,John Buffkin,271,9
637,6702,Cheryl Wallace,154,4
638,6694,Michael Garcia,121,1
639,1226,Joshua Magness,230,6
640,8942,Rick Hayne,221,7
641,5972,Sylvia Johnson,283,9
642,7213,Amber Owsley,284,8
643,2687,Roxanne Sweeney,280,2
644,8569,Wilbert Corbin,249,10
645,9180,Nathan Owens,275,4
646,4250,Kayla Gaston,191,8
647,4073,Kathy Bermudes,295,10
648,8533,Joseph Smoot,241,5
649,8899,Elizabeth Tramonte,166,9
650,4067,Alphonse Waterson,283,4
651,8708,Steven Murray,158,6
652,2206,Linda Gardner,255,7
653,5808,Lisa Stiver,183,4
654,387,Carolyn Nebarez,238,6
655,7441,Steve Trotter,106,4
656,5436,Charles Strickland,261,6
657,2958,Robert Edwards,190,5
658,2857,Russell Hale,259,3
659,7655,Laurie Jackson,278,9
660,7529,Pauline Allman,261,2
661,7735,Bernice Elliott,260,3
662,7021,Arnita Rodriquez,217,1
663,5415,Joshua Smith,153,3
664,3616,Paul Dismukes,105,1
665,3418,Ruby Floyd,267,5
666,3088,James Vanwagner,137,2
667,498,Kelly Coley,135,5
668,9345,Maxine Shinn,189,6
669,3909,Charlotte Chiarini,249,3
670,7319,Charles Bostick,209,9
671,3704,Edith Schaeffer,121,7
672,8189,David Johnston,251,6
673,1666,Sheryl Burkhead,127,1
674,3221,Dennis Jones,107,4
675,9828,Edward Parsons,172,2
676,6658,William Harris,105,9
677,7360,Charity Zingaro,205,8
678,2366,Evia Callahan,121,4
679,2669,Annett Martin,103,4
680,7922,Theola Murphy,109,9
681,2098,John Flynn,234,3
682,4897,Sarah Mittlestadt,157,6
683,2524,Evelyn Burciaga,231,5
684,5413,Tony Beck,113,8
685,9937,John Blair,170,8
686,6430,Jerry Blake,225,10
687,3522,Mark Freeman,127,9
688,130,Archie Velasco,289,10
689,9687,Ruby Helmick,146,8
690,6384,Kent Bunn,219,2
691,7105,John Lee,231,7
692,7735,Mitchell Morris,260,2
693,8189,Jimmy Buckman,251,7
694,9324,Lorraine Ramirez,284,5
695,2439,Kathy Milton,209,7
696,5025,Jack Hubbard,103,1
697,9340,Edward Queen,251,7
698,6273,Florence Howard,154,1
699,6032,Lisa Beery,219,6
700,6485,Sheri Lima,186,9
701,7027,Tony Garcia,186,1
702,2570,John Speakman,109,2
703,2680,Samuel Miller,259,9
704,7981,Daniel Ross,251,7
705,5732,Kevin Wade,234,5
706,5644,Dolores Perry,164,2
707,2758,Josephine Hogan,217,6
708,7914,Hong Turner,284,8
709,254,Anton Kaan,164,2
710,9212,Brandon Botts,253,7
711,4350,Deandre Wong,189,10
712,3084,Anna Wall,179,10
713,3741,Carlton Howell,148,8
714,8708,Delores Werner,204,6
715,1284,David Baxter,170,6
716,8113,Sue Williams,270,6
717,7451,Junior Haas,250,1
718,3997,Sandra Roberts,252,2
719,7628,Duane Scott,250,8
720,4826,Patricia Shrader,176,3
721,7796,Connie Lindburg,219,8
722,8894,Robert Luke,223,4
723,8022,Ruben Smith,106,8
724,3402,Lisa Crowley,116,10
725,8916,Alan Morey,160,2
726,432,David Wright,203,4
727,2577,Beverly Karns,155,3
728,2460,Alfred Montgomery,231,4
729,4964,Earl Torres,292,4
730,6539,Charles Dupre,211,2
731,1881,Gloria Gonzalez,249,2
732,8200,Dewey Wagner,294,6
733,8877,Dannielle Young,163,4
734,9649,Vera Phelps,254,7
735,746,Isabelle Branham,184,4
736,3384,Dominique Neal,175,4
737,1095,Burt Pence,129,1
738,1293,Thomasine Gilmore,191,8
739,9741,Carl Phillips,233,1
740,8339,James Adams,264,7
741,2756,Tommy Hannahs,246,2
742,1738,Theresa Smith,172,6
743,2636,John Alexander,107,4
744,398,Pedro Chandler,196,4
745,1868,Jennifer Reed,268,4
746,4007,Anita Mcgee,161,7
747,7294,Charles Conner,155,9
748,3340,Jody Schultz,281,8
749,5397,Colin Simpson,143,3
750,8177,Romona Denk,137,6
751,9978,John Arnold,206,3
752,5779,Annie Ganley,155,7
753,5092,Justin Clark,215,3
754,9335,Ramon Melson,174,1
755,2208,Rafael Robertshaw,142,3
756,1335,Refugio Oberg,116,6
757,5070,Steven Hilliard,201,4
758,10002,Dawn Sullivan,161,6
759,1031,William Murray,206,4
760,2006,Jason Johnson,133,2
761,5252,Micheal Riccio,199,9
762,9110,Ruth Hodo,222,5
763,7318,James Reed,159,6
764,5166,Jenelle Jones,138,5
765,724,Berry Mccann,300,2
766,4561,Karen Fried,118,3
767,5845,Micaela Patel,257,3
768,3094,Betty Rohde,279,4
769,1892,Gilbert Harmon,128,1
770,7859,Linda Stinson,188,5
771,1929,Denise Kepner,181,3
772,8007,Laura Richardson,185,7
773,8611,Ryan Cotton,222,10
774,8954,Eunice Woods,177,5
775,793,Annie Boyter,198,1
776,4189,Roy Allums,114,1
777,3080,Charles Parker,246,4
778,7938,Lois Cervera,126,10
779,8202,Albert Obrian,149,1
780,6427,Christopher Esparza,196,7
781,5602,Joyce Vandis,204,2
782,3540,Cathy Mather,236,5
783,5674,Lisa Spataro,293,3
784,8992,Marilyn Templeton,247,3
785,6203,Cheryl Samples,179,1
786,811,Emily Simmons,227,8
787,1120,Valerie Foran,197,5
788,5331,Juanita Jacobs,163,4
789,10030,Olin Johnson,192,1
790,4131,Jamie Ladwig,119,2
791,372,Steve Frutchey,221,9
792,2914,Rodney Barnes,261,3
793,8944,Andrew Hall,181,3
794,3018,Cleo Steinberg,160,10
795,6784,Sharda Paddick,184,10
796,1585,Wendy Carter,102,2
797,726,Tennille Barren,187,10
798,1967,Larry Bond,192,10
799,1597,Ronda Porter,270,9
800,6329,Ryan Reaves,182,7
801,149,Michael Ivey,233,2
802,195,Wesley Ivey,248,9
803,9110,Roberta Adair,222,1
804,7121,Mary Koral,133,4
805,9101,Linda Stakkeland,148,2
806,735,Samuel Lloyd,188,10
807,8007,Rebecca Labelle,284,9
808,6561,Donald Allen,113,9
809,925,Rosemary Newman,116,6
810,1902,Alyssa Kinneman,105,9
811,8904,Joey Humphrey,274,5
812,7330,Consuelo Creighton,213,3
813,7665,Betty Perez,170,2
814,5209,Joseph Garcia,178,9
815,4979,Susan Smith,220,1
